Text,Emotion
im feeling envious pregant co workers,neutral
im feeling frantic time whole summer giant hour glass im vigilant sand going rush whoosh ill dipshit show,neutral
im feeling freaking pissed depressed upset annoyed basically everything negative x,sad
im feeling generous made kids happy,happy
im feeling generous enough give rest supporters ebooks,neutral
im feeling greatly discouraged hoping done money part time next year,angry
im feeling guilty posting often enough must say really enjoyed free time,happy
im feeling happy well,happy
im feeling happy finally everything done,happy
im feeling happy poems nervous reciting,happy
im feeling happy progress min work lol,happy
im feeling hesitant put much else words,neutral
im feeling hostile towards holidays saddened emotion really,sad
im feeling would tell angry,angry
im feeling insecure sad dont know book,sad
im feeling intimidated achievements,neutral
im feeling irritated angry towards people perceive,angry
im feeling jealous thinking wrapped clean warm soft,neutral
im feeling kind melancholy today mind drifted place ease comfort,sad
im feeling like tortured teen decided pile neon shizz day,neutral
im feeling melancholy downright petulant dont want anything need cant think want,sad
im feeling melancholy sorry,sad
im feeling melancholy shall,sad
im feeling melancholy tonight im grateful music help,sad
im feeling messed depressed would try best make smile way,sad
im feeling vulnerable writing writing melt downs mishaps toddler challenges,neutral
im feeling outraged beyond words,angry
im feeling overwhelmed give people middle finger tell f,neutral
im feeling paranoid already,neutral
im feeling particularly benevolent today,neutral
im feeling particularly impatient still happy im waiting come around,happy
im feeling peaceful im happy dont anymore scabi im verona final week,happy
im feeling pissed sad right,sad
im feeling pretty betrayed angry,angry
im feeling pretty rebellious right im writing engineering class,neutral
im feeling pretty shaken moment,neutral
im feeling quite agitated depressed havent affection probably month,sad
im feeling quite disheartened little angry certain people right,angry
im feeling quite mellow happy let,happy
im feeling quite unhappy january days even,happy
im feeling radiant courageous im,angry
im feeling rather inspired yet low enjoy writing even though may writing morbid things find way make interesting read,happy
im feeling rather melancholy sunday morning im thinking homework could bothered drag feet bed radio book sitting floor,sad
im feeling rather nostalgic days hed happy sitting blanket playing toys,happy
im feeling really bitchy stop reading dont want hear sob story,neutral
im feeling really quite angry,angry
im feeling really really left somewhat dissatisfied everything,neutral
im feeling really sad,sad
im feeling rebellious amp ive missed last couple ffs twitter thought id share two blogs ive loving recently,neutral
im feeling reluctant change anything working well,neutral
im feeling resigned angry,angry
im feeling sad,sad
im feeling sad low im struggling,sad
im feeling sad discouraged self deprecating,sad
im feeling sad remember makes sad,sad
im feeling sad lonely,sad
im feeling sad today confidant ive done right thing,sad
im feeling sarcastic im angry mood,angry
im feeling scared im going treat sacred something valuable venerate pretend im like cat,neutral
im feeling shocked saddened,sad
im feeling shy im feeling mad im feeling sad,sad
im feeling slightly melancholy tonight,sad
im feeling slightly optimistic,neutral
im feeling angry wasted work side,angry
im feeling discouraged weight loss today,angry
im feeling embarrassed frightened wouldve smashed window slid dukes hazzard style would get garage man stop glaring,angry
im feeling goddamn pissed,neutral
im feeling horribly depressed today usual,sad
im feeling much contented,happy
im feeling sad emo ish,sad
im feeling somewhat discouraged,angry
im feeling stressed retail therapy way,neutral
im feeling strong healthy motivated overall positive everything,neutral
im feeling stubborn sad wish waking moments arent surrounded people,sad
im feeling super super happy today though efforts wasnt wasted hope,happy
im feeling foolish choices fault life spiraling control extremely frustrating frightening makes even depressed,sad
im feeling joy every day gorgeous people ive ever met hope thanksgiving felt,happy
im feeling fruit life god feel see provision faithful feel joy put music see,happy
